Timestamp,Roll,Pitch,Yaw,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1766236920997,3.57,1.42,-85.46,197.930,81.426,986.084,-15.92,40.08,82.08
1766236921007,2.31,0.67,-81.47,179.863,26.738,1011.963,-19.67,40.02,82.27
1766236921017,1.91,-1.38,-77.81,294.121,84.355,1000.732,-18.86,35.33,76.02
1766236921027,1.16,-2.21,-74.23,222.832,66.777,1007.080,-21.86,34.39,74.46
1766236921037,0.68,-2.60,-70.66,211.113,91.680,1037.354,-24.17,34.46,75.02
1766236921047,1.53,-5.77,-67.70,461.602,213.750,1051.514,-21.61,26.08,65.27
1766236921057,2.05,-7.51,-65.03,356.133,209.844,1084.229,-22.24,19.70,59.52
1766236921067,2.63,-8.60,-62.49,325.371,231.328,1111.084,-21.42,17.89,57.90
1766236921077,3.07,-8.77,-59.93,268.242,248.906,1181.396,-22.36,17.20,58.33
1766236921087,3.39,-9.27,-57.46,306.328,237.676,1207.764,-19.55,16.27,55.65
1766236921097,2.81,-9.42,-55.02,291.191,145.879,1274.170,-17.55,15.39,51.71
1766236921107,1.24,-8.37,-52.46,171.562,13.555,1254.639,-15.23,16.77,51.21
1766236921117,0.09,-9.34,-50.22,330.742,-13.301,1122.803,-8.92,16.45,44.46
1766236921127,-1.36,-10.88,-48.47,380.059,-91.426,1066.650,-3.17,13.39,32.52
1766236921137,-1.78,-11.25,-47.19,297.539,-39.180,1066.162,-0.55,12.64,25.77
1766236921147,-1.48,-12.46,-46.21,365.898,-3.535,1053.467,3.89,9.27,21.71
1766236921157,-0.20,-14.46,-46.04,452.812,69.707,1129.639,7.08,-0.04,8.90
1766236921167,0.68,-14.95,-46.48,335.137,21.367,1165.771,10.70,-3.36,-7.35
1766236921177,-0.26,-10.19,-46.99,-104.805,-126.094,1111.084,9.02,10.27,-16.48
1766236921187,-1.65,-4.35,-48.16,-218.086,-180.781,1120.850,6.76,29.89,-26.92
1766236921197,-2.48,0.96,-50.22,-220.039,-150.020,1208.740,5.51,47.21,-39.98
1766236921207,-3.48,4.01,-53.21,-68.672,-170.527,1213.623,6.76,56.27,-57.23
1766236921217,-4.49,5.39,-57.23,48.516,-171.504,1126.709,9.33,62.64,-76.23
1766236921227,-3.00,1.88,-63.06,433.770,1.348,1118.896,18.01,50.64,-114.29
1766236921237,-2.53,-0.35,-70.93,287.773,-89.961,1044.678,19.58,37.71,-155.54
1766236921247,-3.28,-1.03,-80.50,147.148,-157.344,929.443,14.70,33.52,-190.04
1766236921257,-6.29,2.58,-91.30,-151.680,-242.305,778.076,6.76,40.89,-209.73
1766236921267,-8.74,3.05,-102.91,-13.984,-180.781,718.994,-0.61,46.71,-223.66
1766236921277,-11.56,5.28,-114.69,-164.375,-209.590,772.217,-8.98,49.89,-224.60
1766236921287,-15.86,9.86,-126.04,-358.711,-275.996,722.900,-16.49,63.21,-206.79
1766236921297,-19.17,11.61,-135.99,-236.152,-274.043,845.947,-19.61,74.71,-180.48
1766236921307,-21.09,10.68,-144.57,-39.863,-258.418,926.025,-21.11,82.21,-156.48
1766236921317,-23.10,7.09,-152.32,189.629,-289.668,842.529,-25.49,84.83,-137.91
1766236921327,-24.09,1.18,-159.36,426.445,-248.652,758.057,-29.36,83.46,-123.98
1766236921337,-23.90,-6.19,-165.91,610.527,-188.594,683.838,-31.67,71.64,-114.85
1766236921347,-21.47,-15.87,-172.87,1013.848,-9.883,656.982,-32.24,45.96,-121.04
1766236921357,-17.97,-24.24,179.70,882.988,-5.000,651.611,-33.74,23.89,-124.10
1766236921367,-13.43,-30.76,171.98,727.227,30.645,626.709,-34.74,3.08,-117.60
1766236921377,-7.49,-36.65,163.43,852.715,132.207,717.529,-33.55,-20.11,-115.98
1766236921387,-0.72,-39.39,154.43,668.633,194.219,794.189,-32.36,-37.23,-108.29
