timestamp,rotor_q,rotor_dq,joint_q,joint_dq,tau
0.0008,3.7073,0.0000,0.5857,0.0000,0.0000
0.0017,3.7073,0.0000,0.5857,0.0000,0.0039
0.0027,3.7073,-0.0245,0.5857,-0.0039,0.0039
0.0037,3.7073,0.0000,0.5857,0.0000,-0.0039
0.0047,3.7073,0.0245,0.5857,0.0039,0.0000
0.0057,3.7071,0.1227,0.5856,0.0194,0.0039
0.0067,3.7071,-0.0491,0.5856,-0.0078,-0.0039
0.0077,3.7071,-0.0491,0.5856,-0.0078,0.0039
0.0087,3.7071,0.0000,0.5856,0.0000,-0.0039
0.0097,3.7069,-0.3927,0.5856,-0.0620,0.0000
0.0107,3.7069,-0.4663,0.5856,-0.0737,0.0039
0.0117,3.7071,0.0245,0.5856,0.0039,0.0000
0.0127,3.7073,0.2209,0.5857,0.0349,0.0000
0.0137,3.7071,0.0000,0.5856,0.0000,0.0000
0.0147,3.7069,-0.3927,0.5856,-0.0620,0.0000
0.0157,3.7071,-0.0491,0.5856,-0.0078,0.0000
0.0167,3.7071,-0.0982,0.5856,-0.0155,0.0000
0.0177,3.7071,-0.0982,0.5856,-0.0155,-0.0039
0.0189,3.7073,0.3191,0.5857,0.0504,0.0000
0.0201,3.7071,0.0000,0.5856,0.0000,0.0000
0.0217,3.7071,0.1227,0.5856,0.0194,0.0000
0.0227,3.7069,-0.3436,0.5856,-0.0543,-0.0039
0.0237,3.7071,0.0491,0.5856,0.0078,0.0000
0.0247,3.7071,0.0000,0.5856,0.0000,0.0000
0.0257,3.7071,0.0000,0.5856,0.0000,0.0000
0.0267,3.7069,-0.3436,0.5856,-0.0543,0.0000
0.0277,3.7071,0.1227,0.5856,0.0194,0.0039
0.0287,3.7069,-0.3682,0.5856,-0.0582,0.0039
0.0297,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.0307,3.7069,-0.3436,0.5856,-0.0543,0.0039
0.0317,3.7071,0.0491,0.5856,0.0078,0.0039
0.0327,3.7071,0.0000,0.5856,0.0000,0.0000
0.0337,3.7071,0.0491,0.5856,0.0078,0.0039
0.0347,3.7069,-0.4418,0.5856,-0.0698,0.0000
0.0357,3.7069,0.1227,0.5856,0.0194,0.0000
0.0367,3.7071,0.0245,0.5856,0.0039,0.0000
0.0377,3.7073,0.4172,0.5857,0.0659,0.0000
0.0387,3.7071,0.0245,0.5856,0.0039,0.0039
0.0397,3.7069,-0.2945,0.5856,-0.0465,0.0000
0.0407,3.7069,-0.3682,0.5856,-0.0582,0.0000
0.0417,3.7071,0.0000,0.5856,0.0000,0.0000
0.0427,3.7069,-0.2454,0.5856,-0.0388,0.0039
0.0437,3.7069,-0.3436,0.5856,-0.0543,0.0000
0.0447,3.7069,-0.2945,0.5856,-0.0465,0.0000
0.0457,3.7071,0.0491,0.5856,0.0078,0.0000
0.0467,3.7069,-0.2209,0.5856,-0.0349,0.0000
0.0477,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.0487,3.7069,-0.3436,0.5856,-0.0543,0.0039
0.0497,3.7069,-0.3191,0.5856,-0.0504,0.0000
0.0507,3.7071,0.1227,0.5856,0.0194,0.0000
0.0517,3.7071,0.0736,0.5856,0.0116,0.0000
0.0527,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.0537,3.7069,-0.2945,0.5856,-0.0465,0.0000
0.0547,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.0557,3.7071,0.1227,0.5856,0.0194,0.0000
0.0567,3.7069,-0.2454,0.5856,-0.0388,-0.0039
0.0577,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.0587,3.7071,0.1227,0.5856,0.0194,0.0000
0.0597,3.7071,0.0982,0.5856,0.0155,0.0000
0.0607,3.7071,0.0982,0.5856,0.0155,0.0000
0.0617,3.7069,-0.2454,0.5856,-0.0388,-0.0039
0.0627,3.7069,-0.3191,0.5856,-0.0504,0.0000
0.0637,3.7069,-0.3927,0.5856,-0.0620,0.0000
0.0647,3.7071,-0.2209,0.5856,-0.0349,0.0000
0.0657,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.0667,3.7069,-0.1963,0.5856,-0.0310,0.0000
0.0677,3.7071,0.0491,0.5856,0.0078,0.0000
0.0687,3.7067,-0.5890,0.5856,-0.0931,0.0000
0.0697,3.7071,0.1473,0.5856,0.0233,0.0000
0.0707,3.7071,0.0491,0.5856,0.0078,0.0039
0.0717,3.7071,0.1718,0.5856,0.0271,0.0000
0.0727,3.7071,0.0982,0.5856,0.0155,0.0000
0.0737,3.7069,-0.2209,0.5856,-0.0349,-0.0039
0.0747,3.7071,0.2209,0.5856,0.0349,0.0000
0.0758,3.7067,-0.5400,0.5856,-0.0853,0.0000
0.0767,3.7071,0.0491,0.5856,0.0078,-0.0039
0.0778,3.7069,-0.3436,0.5856,-0.0543,-0.0039
0.0797,3.7071,-0.0491,0.5856,-0.0078,0.0000
0.0807,3.7073,0.2454,0.5857,0.0388,0.0000
0.0817,3.7071,0.0000,0.5856,0.0000,0.0000
0.0827,3.7069,-0.3436,0.5856,-0.0543,0.0000
0.0837,3.7071,0.0000,0.5856,0.0000,0.0039
0.0847,3.7069,-0.3436,0.5856,-0.0543,0.0000
0.0857,3.7069,-0.3927,0.5856,-0.0620,0.0000
0.0867,3.7071,-0.4172,0.5856,-0.0659,0.0000
0.0877,3.7071,-0.0982,0.5856,-0.0155,0.0000
0.0888,3.7071,-0.0491,0.5856,-0.0078,0.0000
0.0897,3.7069,-0.4663,0.5856,-0.0737,0.0000
0.0907,3.7069,-0.3927,0.5856,-0.0620,0.0000
0.0917,3.7071,0.0000,0.5856,0.0000,0.0000
0.0928,3.7071,-0.0491,0.5856,-0.0078,-0.0039
0.0938,3.7071,-0.0491,0.5856,-0.0078,0.0000
0.0948,3.7071,-0.0982,0.5856,-0.0155,0.0039
0.0958,3.7071,-0.0491,0.5856,-0.0078,0.0000
0.0967,3.7071,-0.0736,0.5856,-0.0116,0.0000
0.0977,3.7069,-0.4418,0.5856,-0.0698,0.0000
0.0987,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.0997,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.1007,3.7069,-0.2209,0.5856,-0.0349,-0.0039
0.1017,3.7071,0.0491,0.5856,0.0078,0.0000
0.1027,3.7071,0.1227,0.5856,0.0194,0.0039
0.1037,3.7069,-0.2454,0.5856,-0.0388,-0.0039
0.1047,3.7071,0.0736,0.5856,0.0116,0.0000
0.1057,3.7069,-0.2945,0.5856,-0.0465,0.0000
0.1067,3.7069,-0.2700,0.5856,-0.0427,0.0000
0.1077,3.7069,-0.2945,0.5856,-0.0465,0.0039
0.1087,3.7071,0.1227,0.5856,0.0194,0.0000
0.1098,3.7071,0.0245,0.5856,0.0039,0.0039
0.1108,3.7069,-0.2454,0.5856,-0.0388,0.0039
0.1117,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.1128,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.1137,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.1147,3.7069,-0.2454,0.5856,-0.0388,0.0000
0.1157,3.7069,-0.1963,0.5856,-0.0310,-0.0039
0.1168,3.7069,-0.1963,0.5856,-0.0310,0.0000
0.1177,3.7069,-0.1718,0.5856,-0.0271,0.0000
