timestamp,rotor_q,rotor_dq,joint_q,joint_dq,tau
0.0010,5.2418,0.2700,0.8281,0.0427,0.0000
0.0020,5.2416,-0.0982,0.8281,-0.0155,0.0000
0.0030,5.2416,-0.0982,0.8281,-0.0155,-0.0078
0.0040,5.2418,0.0245,0.8281,0.0039,-0.0039
0.0050,5.2420,0.1473,0.8281,0.0233,-0.0039
0.0060,5.2420,0.0736,0.8281,0.0116,0.0000
0.0070,5.2420,-0.0245,0.8281,-0.0039,0.0000
0.0080,5.2420,-0.2700,0.8281,-0.0427,0.0000
0.0090,5.2424,0.1473,0.8282,0.0233,0.0000
0.0099,5.2422,-0.2945,0.8282,-0.0465,-0.0039
0.0110,5.2426,-0.0491,0.8282,-0.0078,0.0000
0.0120,5.2424,-0.1718,0.8282,-0.0271,0.0000
0.0129,5.2426,0.0245,0.8282,0.0039,0.0000
0.0140,5.2426,-0.3927,0.8282,-0.0620,-0.0039
0.0150,5.2426,-0.0245,0.8282,-0.0039,-0.0039
0.0160,5.2424,-0.7609,0.8282,-0.1202,0.0000
0.0170,5.2426,0.0000,0.8282,0.0000,0.0000
0.0180,5.2428,0.2945,0.8282,0.0465,0.0000
0.0190,5.2426,-0.1473,0.8282,-0.0233,0.0000
0.0200,5.2426,-0.2454,0.8282,-0.0388,0.0000
0.0210,5.2426,-0.1718,0.8282,-0.0271,0.0000
0.0220,5.2426,-0.2209,0.8282,-0.0349,0.0000
0.0230,5.2428,0.1473,0.8282,0.0233,0.0039
0.0240,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0250,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0260,5.2426,-0.1227,0.8282,-0.0194,0.0000
0.0270,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0280,5.2426,-0.1718,0.8282,-0.0271,0.0000
0.0290,5.2426,-0.0491,0.8282,-0.0078,0.0000
0.0311,5.2424,-0.4663,0.8282,-0.0737,0.0000
0.0331,5.2428,-0.1718,0.8282,-0.0271,0.0000
0.0351,5.2426,-0.0491,0.8282,-0.0078,0.0000
0.0371,5.2426,-0.0245,0.8282,-0.0039,0.0000
0.0390,5.2428,0.1963,0.8282,0.0310,0.0000
0.0411,5.2424,-0.5400,0.8282,-0.0853,0.0000
0.0430,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0440,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0450,5.2426,-0.0245,0.8282,-0.0039,0.0000
0.0461,5.2426,-0.0491,0.8282,-0.0078,0.0000
0.0481,5.2426,-0.0736,0.8282,-0.0116,-0.0039
0.0500,5.2428,0.3436,0.8282,0.0543,0.0000
0.0510,5.2426,-0.0245,0.8282,-0.0039,0.0000
0.0520,5.2426,-0.0245,0.8282,-0.0039,0.0000
0.0540,5.2426,-0.0491,0.8282,-0.0078,0.0000
0.0550,5.2426,0.0000,0.8282,0.0000,0.0000
0.0560,5.2426,-0.0491,0.8282,-0.0078,0.0000
0.0570,5.2426,-0.0736,0.8282,-0.0116,0.0000
0.0580,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0590,5.2426,-0.1227,0.8282,-0.0194,0.0000
0.0600,5.2424,-0.3927,0.8282,-0.0620,0.0000
0.0610,5.2426,0.0000,0.8282,0.0000,0.0000
0.0620,5.2424,-0.3682,0.8282,-0.0582,-0.0039
0.0630,5.2426,0.0000,0.8282,0.0000,0.0000
0.0640,5.2426,-0.0245,0.8282,-0.0039,0.0000
0.0650,5.2426,-0.0245,0.8282,-0.0039,0.0000
0.0660,5.2426,-0.0736,0.8282,-0.0116,0.0000
0.0670,5.2424,-0.4909,0.8282,-0.0775,0.0000
0.0680,5.2426,-0.1227,0.8282,-0.0194,0.0000
0.0690,5.2424,-0.4663,0.8282,-0.0737,0.0000
0.0700,5.2426,-0.1718,0.8282,-0.0271,0.0000
0.0720,5.2426,-0.1718,0.8282,-0.0271,0.0000
0.0730,5.2426,-0.2209,0.8282,-0.0349,0.0000
0.0740,5.2426,-0.1473,0.8282,-0.0233,0.0000
0.0750,5.2424,-0.5645,0.8282,-0.0892,0.0039
0.0760,5.2426,-0.1473,0.8282,-0.0233,0.0039
0.0770,5.2426,-0.1963,0.8282,-0.0310,-0.0039
0.0793,5.2426,-0.1227,0.8282,-0.0194,0.0000
0.0810,5.2424,-0.3927,0.8282,-0.0620,0.0000
0.0820,5.2426,-0.0245,0.8282,-0.0039,0.0000
0.0830,5.2428,0.3436,0.8282,0.0543,0.0000
0.0840,5.2426,-0.0245,0.8282,-0.0039,-0.0078
0.0850,5.2426,0.0000,0.8282,0.0000,0.0000
0.0860,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0870,5.2424,-0.3927,0.8282,-0.0620,0.0000
0.0880,5.2426,-0.0491,0.8282,-0.0078,0.0000
0.0890,5.2426,-0.1473,0.8282,-0.0233,0.0000
0.0900,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0910,5.2424,-0.5890,0.8282,-0.0931,0.0000
0.0930,5.2426,-0.2454,0.8282,-0.0388,0.0000
0.0950,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.0970,5.2424,-0.5890,0.8282,-0.0931,0.0000
0.0980,5.2426,-0.0736,0.8282,-0.0116,0.0000
0.0990,5.2424,-0.3927,0.8282,-0.0620,-0.0039
0.1000,5.2426,-0.0736,0.8282,-0.0116,0.0000
0.1010,5.2426,-0.1227,0.8282,-0.0194,0.0000
0.1020,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.1030,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.1040,5.2428,0.2454,0.8282,0.0388,0.0000
0.1050,5.2426,-0.1718,0.8282,-0.0271,0.0000
0.1060,5.2428,0.0982,0.8282,0.0155,0.0000
0.1070,5.2428,0.0491,0.8282,0.0078,0.0000
0.1080,5.2426,-0.2454,0.8282,-0.0388,0.0000
0.1090,5.2426,-0.2454,0.8282,-0.0388,0.0000
0.1100,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.1110,5.2426,-0.0982,0.8282,-0.0155,0.0000
0.1120,5.2424,-0.0491,0.8282,-0.0078,0.0000
