timestamp,rotor_q,rotor_dq,joint_q,joint_dq,tau
0.0018,7.5589,-0.2700,1.1941,-0.0427,0.0000
0.0029,7.5591,0.0000,1.1942,0.0000,0.0000
0.0038,7.5591,0.0000,1.1942,0.0000,0.0000
0.0048,7.5591,-0.1473,1.1942,-0.0233,0.0000
0.0059,7.5591,-0.1963,1.1942,-0.0310,0.0000
0.0069,7.5593,0.0245,1.1942,0.0039,0.0000
0.0079,7.5593,-0.0245,1.1942,-0.0039,0.0000
0.0088,7.5595,0.2945,1.1942,0.0465,0.0000
0.0098,7.5593,-0.1718,1.1942,-0.0271,0.0000
0.0108,7.5595,0.0491,1.1942,0.0078,0.0000
0.0118,7.5599,-0.0736,1.1943,-0.0116,0.0000
0.0128,7.5597,0.3191,1.1943,0.0504,-0.0039
0.0138,7.5595,0.0000,1.1942,0.0000,0.0000
0.0148,7.5595,0.2209,1.1942,0.0349,0.0000
0.0158,7.5597,-0.1963,1.1943,-0.0310,0.0000
0.0168,7.5597,-0.6136,1.1943,-0.0969,0.0078
0.0178,7.5597,0.2700,1.1943,0.0427,0.0000
0.0188,7.5595,0.2945,1.1942,0.0465,0.0000
0.0198,7.5593,-0.3682,1.1942,-0.0582,0.0000
0.0208,7.5595,-0.0982,1.1942,-0.0155,0.0000
0.0218,7.5595,-0.1718,1.1942,-0.0271,0.0000
0.0228,7.5595,-0.1227,1.1942,-0.0194,0.0000
0.0238,7.5595,-0.2209,1.1942,-0.0349,0.0000
0.0248,7.5593,-0.3927,1.1942,-0.0620,0.0000
0.0258,7.5595,-0.1718,1.1942,-0.0271,0.0000
0.0268,7.5595,-0.2454,1.1942,-0.0388,0.0000
0.0278,7.5597,0.1227,1.1943,0.0194,0.0000
0.0288,7.5595,-0.2209,1.1942,-0.0349,0.0000
0.0298,7.5595,-0.3191,1.1942,-0.0504,0.0000
0.0308,7.5595,-0.2209,1.1942,-0.0349,0.0000
0.0318,7.5597,0.0491,1.1943,0.0078,0.0000
0.0328,7.5597,0.0491,1.1943,0.0078,0.0000
0.0338,7.5595,-0.3927,1.1942,-0.0620,-0.0039
0.0348,7.5597,0.0000,1.1943,0.0000,0.0000
0.0358,7.5599,0.2945,1.1943,0.0465,0.0000
0.0368,7.5599,0.1963,1.1943,0.0310,0.0000
0.0378,7.5595,-0.5154,1.1942,-0.0814,0.0000
0.0388,7.5597,-0.1718,1.1943,-0.0271,0.0000
0.0398,7.5597,-0.0245,1.1943,-0.0039,0.0000
0.0408,7.5595,-0.4909,1.1942,-0.0775,0.0000
0.0418,7.5597,-0.1227,1.1943,-0.0194,0.0039
0.0428,7.5599,0.1227,1.1943,0.0194,0.0000
0.0438,7.5599,0.1473,1.1943,0.0233,0.0000
0.0448,7.5601,0.3436,1.1943,0.0543,0.0000
0.0458,7.5599,0.0736,1.1943,0.0116,0.0000
0.0468,7.5599,0.1718,1.1943,0.0271,0.0000
0.0478,7.5601,0.3682,1.1943,0.0582,0.0000
0.0488,7.5599,0.0000,1.1943,0.0000,0.0000
0.0498,7.5597,-0.3682,1.1943,-0.0582,0.0000
