timestamp,rotor_q,rotor_dq,joint_q,joint_dq,tau
0.0007,3.0455,0.1718,0.4811,0.0271,0.0000
0.0017,3.0455,0.1227,0.4811,0.0194,0.0000
0.0027,3.0452,-0.4663,0.4811,-0.0737,0.0000
0.0037,3.0453,-0.1227,0.4811,-0.0194,-0.0039
0.0047,3.0452,-0.4418,0.4811,-0.0698,0.0000
0.0057,3.0453,-0.2454,0.4811,-0.0388,0.0000
0.0067,3.0452,-0.5154,0.4811,-0.0814,0.0039
0.0077,3.0453,-0.1718,0.4811,-0.0271,0.0000
0.0087,3.0453,-0.0736,0.4811,-0.0116,0.0000
0.0097,3.0453,-0.0982,0.4811,-0.0155,0.0000
0.0107,3.0453,-0.2454,0.4811,-0.0388,0.0000
0.0117,3.0453,-0.3436,0.4811,-0.0543,-0.0039
0.0129,3.0455,-0.0982,0.4811,-0.0155,0.0000
0.0137,3.0455,0.1963,0.4811,0.0310,0.0000
0.0147,3.0453,-0.1718,0.4811,-0.0271,0.0000
0.0157,3.0455,0.3191,0.4811,0.0504,-0.0039
0.0167,3.0452,-0.5400,0.4811,-0.0853,0.0000
0.0177,3.0453,-0.0982,0.4811,-0.0155,0.0000
0.0187,3.0453,-0.4663,0.4811,-0.0737,0.0000
0.0197,3.0455,0.0736,0.4811,0.0116,0.0000
0.0207,3.0452,-0.6136,0.4811,-0.0969,0.0039
0.0217,3.0453,-0.2945,0.4811,-0.0465,0.0039
0.0227,3.0455,0.0982,0.4811,0.0155,0.0000
0.0237,3.0455,0.1227,0.4811,0.0194,0.0000
0.0247,3.0455,0.0982,0.4811,0.0155,0.0000
0.0257,3.0453,-0.0491,0.4811,-0.0078,-0.0039
0.0267,3.0453,-0.2945,0.4811,-0.0465,0.0000
0.0277,3.0453,-0.1227,0.4811,-0.0194,-0.0039
0.0287,3.0453,-0.0982,0.4811,-0.0155,0.0000
0.0297,3.0455,0.1473,0.4811,0.0233,-0.0039
0.0308,3.0453,-0.2454,0.4811,-0.0388,0.0039
0.0317,3.0453,-0.1718,0.4811,-0.0271,0.0039
0.0327,3.0455,0.1227,0.4811,0.0194,0.0000
0.0337,3.0455,0.0982,0.4811,0.0155,0.0000
0.0347,3.0453,-0.1963,0.4811,-0.0310,0.0000
0.0357,3.0453,-0.1473,0.4811,-0.0233,0.0000
0.0367,3.0453,-0.1473,0.4811,-0.0233,0.0000
0.0377,3.0453,-0.1473,0.4811,-0.0233,0.0000
0.0387,3.0453,-0.2209,0.4811,-0.0349,0.0000
0.0397,3.0455,0.1963,0.4811,0.0310,0.0000
0.0407,3.0455,0.1227,0.4811,0.0194,-0.0039
0.0417,3.0452,-0.6136,0.4811,-0.0969,-0.0039
0.0427,3.0453,-0.2454,0.4811,-0.0388,0.0039
0.0437,3.0452,-0.4909,0.4811,-0.0775,0.0000
0.0447,3.0453,-0.2700,0.4811,-0.0427,-0.0039
0.0457,3.0455,0.0736,0.4811,0.0116,0.0000
0.0467,3.0453,-0.1963,0.4811,-0.0310,0.0039
0.0477,3.0453,-0.1963,0.4811,-0.0310,0.0000
0.0487,3.0453,-0.1718,0.4811,-0.0271,0.0000
0.0497,3.0455,0.1473,0.4811,0.0233,0.0000
