timestamp,rotor_q,rotor_dq,joint_q,joint_dq,tau
0.0008,-3.9581,-0.0491,-0.6253,-0.0078,0.0000
0.0018,-3.9579,0.1718,-0.6253,0.0271,0.0000
0.0028,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0038,-3.9579,0.1718,-0.6253,0.0271,0.0000
0.0048,-3.9579,0.1227,-0.6253,0.0194,0.0000
0.0058,-3.9581,-0.0736,-0.6253,-0.0116,0.0000
0.0068,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0078,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0088,-3.9581,-0.1963,-0.6253,-0.0310,0.0000
0.0098,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0108,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0118,-3.9579,0.2700,-0.6253,0.0427,0.0000
0.0128,-3.9581,-0.1473,-0.6253,-0.0233,0.0000
0.0138,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0148,-3.9583,-0.5154,-0.6253,-0.0814,0.0000
0.0167,-3.9581,-0.0736,-0.6253,-0.0116,0.0000
0.0178,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0188,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0198,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0208,-3.9583,-0.3927,-0.6253,-0.0620,0.0000
0.0218,-3.9581,-0.1227,-0.6253,-0.0194,0.0000
0.0228,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0238,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0248,-3.9583,-0.0982,-0.6253,-0.0155,0.0000
0.0258,-3.9579,0.2454,-0.6253,0.0388,0.0000
0.0268,-3.9581,-0.1473,-0.6253,-0.0233,0.0000
0.0278,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0288,-3.9583,-0.4909,-0.6253,-0.0775,0.0000
0.0298,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0308,-3.9581,-0.1227,-0.6253,-0.0194,0.0000
0.0318,-3.9583,-0.3682,-0.6253,-0.0582,0.0000
0.0328,-3.9579,-0.3927,-0.6253,-0.0620,0.0000
0.0338,-3.9581,-0.1473,-0.6253,-0.0233,0.0000
0.0348,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0358,-3.9581,-0.0245,-0.6253,-0.0039,0.0000
0.0368,-3.9581,-0.0736,-0.6253,-0.0116,0.0000
0.0378,-3.9583,-0.4418,-0.6253,-0.0698,0.0000
0.0388,-3.9583,-0.5154,-0.6253,-0.0814,0.0000
0.0398,-3.9581,-0.1473,-0.6253,-0.0233,0.0000
0.0408,-3.9581,-0.1227,-0.6253,-0.0194,0.0000
0.0418,-3.9583,-0.4909,-0.6253,-0.0775,0.0000
0.0428,-3.9581,-0.1227,-0.6253,-0.0194,0.0000
0.0438,-3.9581,-0.1227,-0.6253,-0.0194,0.0000
0.0448,-3.9581,-0.2209,-0.6253,-0.0349,0.0000
0.0458,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0468,-3.9583,-0.4663,-0.6253,-0.0737,0.0000
0.0478,-3.9579,0.2209,-0.6253,0.0349,0.0000
0.0488,-3.9583,-0.0982,-0.6253,-0.0155,0.0000
0.0498,-3.9581,-0.2700,-0.6253,-0.0427,0.0000
0.0508,-3.9581,-0.1227,-0.6253,-0.0194,0.0000
0.0518,-3.9581,-0.0982,-0.6253,-0.0155,0.0000
0.0528,-3.9583,-0.4663,-0.6253,-0.0737,0.0000
0.0538,-3.9579,0.1963,-0.6253,0.0310,0.0000
0.0548,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0558,-3.9581,-0.0491,-0.6253,-0.0078,0.0000
0.0568,-3.9579,0.1963,-0.6253,0.0310,0.0000
0.0578,-3.9579,0.1718,-0.6253,0.0271,0.0000
0.0588,-3.9581,-0.2454,-0.6253,-0.0388,0.0000
0.0598,-3.9583,-0.3927,-0.6253,-0.0620,0.0000
0.0608,-3.9577,0.5890,-0.6252,0.0931,0.0000
0.0618,-3.9581,-0.0736,-0.6253,-0.0116,0.0000
0.0628,-3.9583,-0.5890,-0.6253,-0.0931,0.0000
0.0638,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0648,-3.9583,-0.4909,-0.6253,-0.0775,0.0000
0.0658,-3.9581,-0.1718,-0.6253,-0.0271,0.0000
0.0668,-3.9581,-0.3436,-0.6253,-0.0543,0.0000
0.0678,-3.9581,-0.1473,-0.6253,-0.0233,0.0000
0.0688,-3.9581,0.0000,-0.6253,0.0000,0.0000
0.0698,-3.9579,0.2700,-0.6253,0.0427,0.0000
0.0708,-3.9579,-0.1227,-0.6253,-0.0194,0.0000
0.0718,-3.9579,0.2209,-0.6253,0.0349,0.0000
0.0728,-3.9581,-0.1473,-0.6253,-0.0233,0.0000
0.0738,-3.9581,0.2454,-0.6253,0.0388,0.0000
0.0748,-3.9581,-0.1963,-0.6253,-0.0310,0.0000
0.0758,-3.9581,-0.0245,-0.6253,-0.0039,0.0000
0.0768,-3.9583,-0.4172,-0.6253,-0.0659,0.0000
