timestamp,rotor_q,rotor_dq,joint_q,joint_dq,tau
0.0013,3.2835,-0.1718,0.5187,-0.0271,0.0000
0.0033,3.2835,-0.2454,0.5187,-0.0388,0.0078
0.0043,3.2837,0.1227,0.5187,0.0194,0.0039
0.0053,3.2835,-0.2209,0.5187,-0.0349,0.0000
0.0063,3.2833,0.1227,0.5187,0.0194,0.0000
0.0073,3.2837,0.1963,0.5187,0.0310,0.0117
0.0083,3.2835,-0.1718,0.5187,-0.0271,0.0039
0.0093,3.2835,-0.2454,0.5187,-0.0388,0.0000
0.0103,3.2835,-0.1963,0.5187,-0.0310,0.0000
0.0113,3.2837,0.1718,0.5187,0.0271,0.0000
0.0123,3.2837,0.0982,0.5187,0.0155,0.0039
0.0133,3.2837,0.0245,0.5187,0.0039,0.0039
0.0143,3.2835,-0.2454,0.5187,-0.0388,-0.0039
0.0153,3.2835,-0.1963,0.5187,-0.0310,0.0039
0.0163,3.2835,-0.2454,0.5187,-0.0388,-0.0039
0.0173,3.2835,-0.1473,0.5187,-0.0233,0.0039
0.0183,3.2837,0.1963,0.5187,0.0310,0.0078
0.0193,3.2835,-0.2454,0.5187,-0.0388,0.0000
0.0202,3.2835,-0.1718,0.5187,-0.0271,0.0000
0.0212,3.2835,-0.2454,0.5187,-0.0388,-0.0039
0.0223,3.2833,-0.6381,0.5187,-0.1008,0.0000
0.0232,3.2835,-0.2454,0.5187,-0.0388,0.0000
0.0242,3.2835,-0.2454,0.5187,-0.0388,0.0039
0.0252,3.2835,-0.2209,0.5187,-0.0349,0.0000
0.0262,3.2835,-0.1963,0.5187,-0.0310,0.0039
0.0272,3.2833,-0.4663,0.5187,-0.0737,0.0039
0.0282,3.2835,-0.1718,0.5187,-0.0271,0.0039
0.0293,3.2833,-0.5154,0.5187,-0.0814,0.0000
0.0303,3.2835,-0.2700,0.5187,-0.0427,0.0000
0.0313,3.2835,-0.2454,0.5187,-0.0388,-0.0078
0.0322,3.2835,-0.3191,0.5187,-0.0504,-0.0039
0.0332,3.2835,-0.3191,0.5187,-0.0504,0.0039
0.0342,3.2835,-0.2454,0.5187,-0.0388,0.0000
0.0352,3.2835,-0.1718,0.5187,-0.0271,0.0039
0.0362,3.2835,-0.2209,0.5187,-0.0349,0.0000
0.0372,3.2833,-0.5890,0.5187,-0.0931,0.0039
0.0382,3.2837,0.0736,0.5187,0.0116,0.0000
0.0392,3.2835,-0.2454,0.5187,-0.0388,-0.0039
0.0402,3.2835,-0.2454,0.5187,-0.0388,0.0000
0.0412,3.2835,-0.2454,0.5187,-0.0388,0.0000
0.0422,3.2835,-0.1718,0.5187,-0.0271,0.0039
0.0432,3.2833,-0.5645,0.5187,-0.0892,0.0000
0.0442,3.2835,-0.1227,0.5187,-0.0194,0.0000
0.0452,3.2835,-0.2454,0.5187,-0.0388,0.0039
0.0462,3.2837,0.1963,0.5187,0.0310,-0.0039
0.0472,3.2837,0.1227,0.5187,0.0194,0.0000
0.0482,3.2835,-0.1963,0.5187,-0.0310,0.0000
0.0492,3.2833,-0.5890,0.5187,-0.0931,-0.0039
0.0502,3.2835,-0.4909,0.5187,-0.0775,0.0039
0.0512,3.2837,0.1718,0.5187,0.0271,0.0000
0.0522,3.2835,-0.2454,0.5187,-0.0388,0.0000
0.0532,3.2835,-0.2209,0.5187,-0.0349,0.0000
0.0542,3.2835,-0.2209,0.5187,-0.0349,0.0039
0.0552,3.2835,0.2209,0.5187,0.0349,0.0000
0.0562,3.2835,-0.1718,0.5187,-0.0271,-0.0039
0.0572,3.2833,-0.5154,0.5187,-0.0814,0.0000
0.0582,3.2835,-0.0982,0.5187,-0.0155,-0.0039
0.0592,3.2835,-0.0736,0.5187,-0.0116,0.0039
0.0602,3.2837,0.2454,0.5187,0.0388,-0.0039
0.0612,3.2837,0.1473,0.5187,0.0233,0.0078
0.0622,3.2835,-0.2209,0.5187,-0.0349,0.0039
0.0632,3.2835,-0.2945,0.5187,-0.0465,-0.0039
0.0642,3.2835,-0.1227,0.5187,-0.0194,0.0039
0.0652,3.2835,-0.1963,0.5187,-0.0310,0.0000
0.0662,3.2833,-0.5890,0.5187,-0.0931,-0.0039
0.0672,3.2837,0.2209,0.5187,0.0349,0.0039
0.0682,3.2835,-0.0491,0.5187,-0.0078,0.0000
0.0692,3.2835,-0.1718,0.5187,-0.0271,0.0000
0.0702,3.2835,-0.1718,0.5187,-0.0271,-0.0039
0.0712,3.2835,0.1473,0.5187,0.0233,0.0000
0.0722,3.2835,-0.0982,0.5187,-0.0155,0.0039
0.0732,3.2835,-0.0491,0.5187,-0.0078,0.0000
0.0742,3.2835,-0.2700,0.5187,-0.0427,-0.0039
0.0752,3.2837,0.1473,0.5187,0.0233,0.0000
