timestamp,rotor_q,rotor_dq,joint_q,joint_dq,tau
0.0012,-26.4643,0.1227,-4.1808,0.0194,0.0000
0.0022,-26.4645,-0.2700,-4.1808,-0.0427,0.0000
0.0032,-26.4641,0.3436,-4.1807,0.0543,-0.0078
0.0042,-26.4641,0.1473,-4.1807,0.0233,0.0000
0.0062,-26.4641,0.3191,-4.1807,0.0504,0.0000
0.0072,-26.4641,-0.3682,-4.1807,-0.0582,0.0000
0.0082,-26.4639,-0.4418,-4.1807,-0.0698,-0.0039
0.0092,-26.4639,-0.2700,-4.1807,-0.0427,0.0000
0.0102,-26.4639,-0.1963,-4.1807,-0.0310,0.0000
0.0112,-26.4639,-0.2700,-4.1807,-0.0427,0.0039
0.0122,-26.4637,0.0000,-4.1807,0.0000,0.0000
0.0132,-26.4637,0.0000,-4.1807,0.0000,0.0078
0.0142,-26.4637,0.0736,-4.1807,0.0116,-0.0039
0.0152,-26.4639,-0.1963,-4.1807,-0.0310,0.0000
0.0162,-26.4637,0.1963,-4.1807,0.0310,0.0000
0.0172,-26.4639,-0.1963,-4.1807,-0.0310,0.0000
0.0182,-26.4641,-0.5645,-4.1807,-0.0892,0.0039
0.0192,-26.4639,-0.2209,-4.1807,-0.0349,-0.0078
0.0202,-26.4639,-0.2454,-4.1807,-0.0388,0.0000
0.0212,-26.4637,0.0736,-4.1807,0.0116,0.0000
0.0222,-26.4635,0.2945,-4.1807,0.0465,0.0039
0.0232,-26.4635,0.4418,-4.1807,0.0698,0.0000
0.0242,-26.4639,-0.3682,-4.1807,-0.0582,0.0000
0.0252,-26.4637,0.0736,-4.1807,0.0116,0.0000
0.0262,-26.4639,-0.4418,-4.1807,-0.0698,0.0000
0.0272,-26.4637,0.0000,-4.1807,0.0000,0.0000
0.0282,-26.4639,-0.3191,-4.1807,-0.0504,0.0000
0.0292,-26.4637,0.1473,-4.1807,0.0233,0.0000
0.0302,-26.4641,-0.4909,-4.1807,-0.0775,0.0000
0.0312,-26.4639,-0.1718,-4.1807,-0.0271,-0.0078
0.0322,-26.4639,-0.0982,-4.1807,-0.0155,0.0000
0.0332,-26.4639,-0.0491,-4.1807,-0.0078,0.0000
0.0342,-26.4639,-0.1473,-4.1807,-0.0233,0.0000
0.0352,-26.4639,-0.0982,-4.1807,-0.0155,0.0000
0.0362,-26.4637,0.1718,-4.1807,0.0271,0.0000
0.0372,-26.4639,-0.1963,-4.1807,-0.0310,0.0000
0.0382,-26.4639,-0.2700,-4.1807,-0.0427,0.0000
0.0392,-26.4637,0.1227,-4.1807,0.0194,0.0039
0.0402,-26.4637,0.0982,-4.1807,0.0155,-0.0039
0.0412,-26.4639,-0.2454,-4.1807,-0.0388,0.0000
0.0422,-26.4641,-0.6872,-4.1807,-0.1086,0.0000
0.0432,-26.4639,-0.3436,-4.1807,-0.0543,0.0000
0.0442,-26.4639,-0.2700,-4.1807,-0.0427,0.0000
0.0452,-26.4639,-0.2454,-4.1807,-0.0388,0.0000
0.0462,-26.4635,-0.3191,-4.1807,-0.0504,0.0000
0.0472,-26.4637,0.0245,-4.1807,0.0039,0.0000
0.0482,-26.4641,-0.6136,-4.1807,-0.0969,0.0000
0.0492,-26.4639,-0.3927,-4.1807,-0.0620,0.0039
0.0502,-26.4637,0.0736,-4.1807,0.0116,-0.0039
0.0512,-26.4639,-0.3682,-4.1807,-0.0582,-0.0039
0.0522,-26.4639,-0.2945,-4.1807,-0.0465,-0.0039
0.0532,-26.4635,0.3436,-4.1807,0.0543,0.0039
0.0542,-26.4635,0.3436,-4.1807,0.0543,0.0078
0.0552,-26.4639,-0.2454,-4.1807,-0.0388,-0.0039
0.0562,-26.4637,-0.3191,-4.1807,-0.0504,0.0000
0.0572,-26.4637,0.0000,-4.1807,0.0000,0.0000
0.0582,-26.4637,0.0000,-4.1807,0.0000,0.0000
0.0592,-26.4637,-0.0736,-4.1807,-0.0116,0.0039
0.0602,-26.4639,-0.3436,-4.1807,-0.0543,0.0000
0.0612,-26.4639,-0.4663,-4.1807,-0.0737,0.0000
0.0622,-26.4637,-0.1718,-4.1807,-0.0271,0.0039
0.0632,-26.4635,0.2209,-4.1807,0.0349,0.0000
0.0642,-26.4637,-0.1718,-4.1807,-0.0271,0.0000
0.0652,-26.4637,-0.0245,-4.1807,-0.0039,0.0039
0.0662,-26.4639,-0.5154,-4.1807,-0.0814,0.0000
0.0672,-26.4637,-0.0491,-4.1807,-0.0078,0.0000
0.0682,-26.4637,-0.0245,-4.1807,-0.0039,0.0000
0.0692,-26.4637,-0.0245,-4.1807,-0.0039,-0.0039
0.0702,-26.4639,-0.4909,-4.1807,-0.0775,0.0000
0.0712,-26.4637,-0.0736,-4.1807,-0.0116,-0.0078
0.0722,-26.4637,-0.0982,-4.1807,-0.0155,-0.0039
0.0732,-26.4637,-0.0982,-4.1807,-0.0155,0.0000
0.0742,-26.4637,-0.1473,-4.1807,-0.0233,0.0000
0.0752,-26.4637,-0.0982,-4.1807,-0.0155,0.0000
0.0762,-26.4639,-0.4172,-4.1807,-0.0659,0.0000
0.0774,-26.4639,-0.4418,-4.1807,-0.0698,0.0000
0.0782,-26.4637,-0.1473,-4.1807,-0.0233,-0.0039
0.0792,-26.4635,0.1227,-4.1807,0.0194,0.0000
0.0802,-26.4635,0.0982,-4.1807,0.0155,0.0000
0.0812,-26.4635,0.0736,-4.1807,0.0116,0.0000
0.0822,-26.4635,0.0245,-4.1807,0.0039,-0.0039
0.0832,-26.4637,-0.3436,-4.1807,-0.0543,0.0000
